year,fsize,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2006,d) 20 to 99,509304,691777,20850289,20419075,36479,5.348,17234,2.526,3307421,1032530,2274891,5.057,16.198,2443719,690106,1753613,3.380,11.968,863702,4.230,23.936,7525,10650,558069
2006,e) 100 to 499,87683,346638,17143942,16833563,27948,8.239,13073,3.854,2496228,772847,1723381,4.591,14.829,1874395,443921,1430474,2.637,11.135,621833,3.694,22.270,629,2377,224710
2006,f) 500 to 999,9842,110303,6081029,5977512,9628,8.872,6053,5.578,844707,232553,612154,3.890,14.131,639035,154220,484815,2.580,10.691,205672,3.441,21.381,32,881,46388
2006,g) 1000 to 2499,6004,136487,8043834,7884847,13965,10.478,7551,5.666,1081540,331961,749579,4.210,13.717,763386,191756,571630,2.432,9.682,318154,4.035,19.363,9,171,30019
2006,h) 2500 to 4999,2394,108344,6345767,6271973,9858,9.242,6506,6.099,783145,258360,524785,4.119,12.486,633835,156184,477651,2.490,10.106,149310,2.381,20.212,D,D,D
2006,i) 5000 to 9999,1362,124674,6664273,6549214,14256,11.736,7845,6.458,945968,300429,645539,4.587,14.444,719835,228837,490998,3.494,10.991,226133,3.453,21.982,D,D,D
2006,j) 10000+,1176,609789,31381524,31155888,61749,10.231,49222,8.156,4031735,1397331,2634404,4.485,12.941,3600930,1085214,2515716,3.483,11.558,430805,1.383,23.116,0,0,0
2007,a) 1 to 4,3072931,3077430,6971060,6954443,570151,18.667,523967,17.155,2072912,1357329,715583,19.517,29.807,2044513,1234516,809997,17.751,29.399,28399,0.408,58.797,413424,415157,1008795
2007,b) 5 to 9,1004513,1017759,7047592,7041480,42789,4.208,41088,4.040,1376689,519766,856923,7.381,19.551,1364411,486501,877910,6.909,19.377,12278,0.174,38.754,31003,32308,410418
2007,c) 10 to 19,609010,643761,8518879,8500223,24531,3.815,22881,3.559,1445248,497676,947572,5.855,17.002,1408284,458347,949937,5.392,16.568,36964,0.435,33.135,13800,15329,370099
2007,d) 20 to 99,512748,698004,20636760,20592160,31695,4.565,24435,3.519,3095223,918928,2176295,4.463,15.031,3002310,862686,2139624,4.189,14.580,92913,0.451,29.160,8183,10998,605983
2007,e) 100 to 499,87826,352031,16905528,16883113,23186,6.656,15840,4.547,2254995,577376,1677619,3.420,13.357,2208658,521350,1687308,3.088,13.082,46337,0.274,26.164,722,2768,251937
2007,f) 500 to 999,10071,113822,6125586,6074744,9834,8.792,5893,5.269,826437,225763,600674,3.716,13.604,724440,175082,549358,2.882,11.925,101997,1.679,23.851,35,308,48332
2007,g) 1000 to 2499,6380,141904,8306505,8198857,13370,9.576,8807,6.308,1105475,317593,787882,3.874,13.483,890851,244993,645858,2.988,10.866,214624,2.618,21.731,19,154,51898
2007,h) 2500 to 4999,2552,113125,6527685,6443666,11804,10.640,7432,6.699,872349,249436,622913,3.871,13.538,705331,182340,522991,2.830,10.946,167018,2.592,21.892,D,D,D
2007,i) 5000 to 9999,1457,122301,6750503,6722206,13906,11.478,11607,9.581,892322,307024,585298,4.567,13.274,835443,240402,595041,3.576,12.428,56879,0.846,24.856,D,D,D
2007,j) 10000+,1391,637070,31981606,32132338,67531,10.614,65862,10.352,4339608,1384549,2955059,4.309,13.505,4644315,1487863,3156452,4.630,14.454,-304707,-0.948,27.011,D,D,D
2008,a) 1 to 4,3032195,3036312,6811400,6918245,507554,16.569,561402,18.327,1910601,1214764,695837,17.559,27.617,2123637,1289123,834514,18.634,30.696,-213036,-3.079,55.234,440985,442311,1050721
2008,b) 5 to 9,993287,1006603,6916817,6969374,38051,3.779,38772,3.850,1264850,468324,796526,6.720,18.149,1369760,479878,889882,6.886,19.654,-104910,-1.505,36.297,31466,32805,417576
2008,c) 10 to 19,600775,636644,8364976,8399488,21821,3.431,20665,3.249,1310194,444061,866133,5.287,15.598,1379671,441857,937814,5.261,16.426,-69477,-0.827,31.197,14132,15982,380378
2008,d) 20 to 99,507528,692613,20468456,20426505,27104,3.924,23337,3.379,2868043,797432,2070611,3.904,14.041,2784506,772519,2011987,3.782,13.632,83537,0.409,27.264,8127,11214,597821
2008,e) 100 to 499,87766,353363,17047280,16889880,21431,6.105,16731,4.766,2282560,548467,1734093,3.247,13.514,1968963,505754,1463209,2.994,11.658,313597,1.857,23.315,752,2412,257624
2008,f) 500 to 999,10143,116169,6170689,6128519,8250,7.146,6813,5.901,814353,219262,595091,3.578,13.288,731027,193945,537082,3.165,11.928,83326,1.360,23.857,38,439,49789
2008,g) 1000 to 2499,6288,141729,8307231,8284347,11007,7.786,10295,7.282,1026434,271613,754821,3.279,12.390,981763,262668,719095,3.171,11.851,44671,0.539,23.702,21,597,65022
2008,h) 2500 to 4999,2505,118275,6557290,6516073,10843,9.289,7754,6.643,796128,248063,548065,3.807,12.218,715000,202011,512989,3.100,10.973,81128,1.245,21.946,5,383,31493
2008,i) 5000 to 9999,1440,122894,6922586,6868830,14970,12.438,9894,8.221,916034,318604,597430,4.638,13.336,810235,235710,574525,3.432,11.796,105799,1.540,23.592,D,D,D
2008,j) 10000+,2044,649123,31983823,32216455,49558,7.600,55460,8.505,3760471,1069150,2691321,3.319,11.673,4250894,1203793,3047101,3.737,13.195,-490423,-1.522,23.345,0,0,0
2009,a) 1 to 4,2951193,2956168,6548761,6832252,451308,14.881,604604,19.935,1694237,1064167,630070,15.576,24.798,2262828,1384257,878571,20.261,33.120,-568591,-8.322,49.595,457082,458546,1092124
2009,b) 5 to 9,967168,981773,6614683,6800769,32782,3.331,37349,3.795,1098524,409483,689041,6.021,16.153,1467299,471662,995637,6.935,21.575,-368775,-5.423,32.306,31035,32370,410778
2009,c) 10 to 19,585047,622634,7977481,8197876,17377,2.789,18321,2.940,1095296,370400,724896,4.518,13.361,1534955,419544,1115411,5.118,18.724,-439659,-5.363,26.721,13637,15466,367496
2009,d) 20 to 99,489718,675742,19104588,19734898,20372,3.019,18277,2.709,2109694,644799,1464895,3.267,10.690,3368816,768803,2600013,3.896,17.070,-1259122,-6.380,21.380,8403,12115,644503
2009,e) 100 to 499,84715,353730,15921655,16386057,19675,5.606,14180,4.040,1613990,490270,1123720,2.992,9.850,2539760,534040,2005720,3.259,15.500,-925770,-5.650,19.700,876,2833,313887
2009,f) 500 to 999,9718,118897,5863002,6014225,8275,6.991,7215,6.095,636107,217128,418979,3.610,10.577,937032,195215,741817,3.246,15.580,-300925,-5.004,21.153,49,601,66545
2009,g) 1000 to 2499,6110,145123,7968275,8141355,11934,8.216,12211,8.406,832170,292427,539743,3.592,10.222,1177420,284069,893351,3.489,14.462,-345250,-4.241,20.443,27,1332,69734
2009,h) 2500 to 4999,2423,117936,6263492,6394632,10257,8.769,8315,7.109,623235,215789,407446,3.375,9.746,883422,187442,695980,2.931,13.815,-260187,-4.069,19.492,3,60,19912
2009,i) 5000 to 9999,1359,119803,6534115,6671117,11371,9.549,9915,8.327,698368,260089,438279,3.899,10.469,977081,236105,740976,3.539,14.646,-278713,-4.178,20.937,D,D,D
2009,j) 10000+,1201,646094,30861743,31579263,49390,7.571,61960,9.498,2979276,1003939,1975337,3.179,9.434,4435025,1108377,3326648,3.510,14.044,-1455749,-4.610,18.869,D,D,D
2010,a) 1 to 4,2936798,2942582,6528422,6666061,459025,15.400,535207,17.956,1687050,1067392,619658,16.012,25.308,1961807,1210865,750942,18.165,29.430,-274757,-4.122,50.616,394469,396306,937411
2010,b) 5 to 9,945506,960971,6565399,6603512,37950,3.959,33207,3.464,1177490,465089,712401,7.043,17.831,1252336,411459,840877,6.231,18.965,-74846,-1.133,35.663,26889,28440,355775
2010,c) 10 to 19,574601,613900,7903440,8007502,15674,2.552,16256,2.647,1089760,332535,757225,4.153,13.609,1296426,363054,933372,4.534,16.190,-206666,-2.581,27.218,11761,13430,315927
2010,d) 20 to 99,468520,659561,18454312,18677987,23814,3.632,16166,2.465,2125344,729352,1395992,3.905,11.379,2572263,571126,2001137,3.058,13.772,-446919,-2.393,22.758,6406,10016,462074
2010,e) 100 to 499,81344,355253,15596198,15632169,22380,6.376,13882,3.955,1788159,573369,1214790,3.668,11.439,1862587,372265,1490322,2.381,11.915,-74428,-0.476,22.878,500,2565,180574
2010,f) 500 to 999,9458,121266,5776217,5802939,7874,6.531,6475,5.370,648245,193519,454726,3.335,11.171,704735,151210,553525,2.606,12.144,-56490,-0.973,22.342,34,318,46506
2010,g) 1000 to 2499,5948,145843,7871286,7943887,10460,7.197,9445,6.499,816378,249463,566915,3.140,10.277,966549,227932,738617,2.869,12.167,-150171,-1.890,20.554,12,636,37880
2010,h) 2500 to 4999,2307,118360,6089898,6170876,8205,6.918,8684,7.322,566694,163062,403632,2.642,9.183,729513,199244,530269,3.229,11.822,-162819,-2.639,18.367,4,339,27075
2010,i) 5000 to 9999,1363,120459,6381626,6424801,11960,10.086,8214,6.927,696874,250209,446665,3.894,10.847,777388,190899,586489,2.971,12.100,-80514,-1.253,21.693,0,0,0
2010,j) 10000+,1182,631314,30107624,30554873,39278,6.125,59257,9.240,2810406,736502,2073904,2.410,9.198,3684500,1029768,2654732,3.370,12.059,-874094,-2.861,18.396,D,D,D
2011,a) 1 to 4,2941566,2947515,6601719,6613260,483690,16.351,505144,17.076,1790124,1126704,663420,17.037,27.069,1813791,1131361,682430,17.107,27.427,-23667,-0.358,54.137,375827,377929,883085
2011,b) 5 to 9,933273,948775,6489409,6532523,33836,3.565,34374,3.622,1149037,419399,729638,6.420,17.589,1234148,423839,810309,6.488,18.892,-85111,-1.303,35.179,27279,28758,359246
2011,c) 10 to 19,566685,606623,7885884,7870152,16745,2.764,14988,2.474,1165162,360333,804829,4.578,14.805,1132684,328587,804097,4.175,14.392,32478,0.413,28.784,10592,12244,284164
2011,d) 20 to 99,461738,654085,18595386,18402726,22583,3.472,15132,2.327,2376616,660311,1716305,3.588,12.914,1990030,541173,1448857,2.941,10.814,386586,2.101,21.628,5995,9208,440135
2011,e) 100 to 499,80882,355787,15760004,15584398,17707,5.014,12428,3.519,1844829,427992,1416837,2.746,11.838,1493723,326903,1166820,2.098,9.585,351106,2.253,19.169,467,1952,158283
2011,f) 500 to 999,9411,122050,5923563,5842839,6269,5.153,5472,4.498,685213,147444,537769,2.523,11.727,523115,105820,417295,1.811,8.953,162098,2.774,17.906,15,191,19059
2011,g) 1000 to 2499,5948,149614,8091108,8000045,9966,6.733,6766,4.571,886014,207404,678610,2.593,11.075,705123,176094,529029,2.201,8.814,180891,2.261,17.628,12,148,31053
2011,h) 2500 to 4999,2273,121152,6231376,6183383,7606,6.290,7146,5.910,634335,154569,479766,2.500,10.259,537804,136423,401381,2.206,8.698,96531,1.561,17.395,D,D,D
2011,i) 5000 to 9999,1285,121011,6477381,6404590,11843,9.948,7927,6.658,741093,212851,528242,3.323,11.571,591346,164662,426684,2.571,9.233,149747,2.338,18.466,D,D,D
2011,j) 10000+,1065,638908,30789372,30636084,48882,7.625,53207,8.300,3457151,844029,2613122,2.755,11.285,3146318,901598,2244720,2.943,10.270,310833,1.015,20.540,D,D,D
2012,a) 1 to 4,2984304,2988181,6710167,6617318,499119,16.838,451376,15.227,1853909,1161000,692909,17.545,28.016,1667071,1029254,637817,15.554,25.193,186838,2.823,50.385,337547,339531,813211
2012,b) 5 to 9,933527,946141,6564141,6511475,33094,3.496,33953,3.587,1164094,407822,756272,6.263,17.878,1059043,389524,669519,5.982,16.264,105051,1.613,32.529,24754,26128,328303
2012,c) 10 to 19,561093,597405,7923341,7809343,19457,3.259,18822,3.152,1261676,407950,853726,5.224,16.156,1032919,351066,681853,4.495,13.227,228757,2.929,26.453,10636,12218,287287
2012,d) 20 to 99,470829,659466,19115506,18781224,24343,3.693,23871,3.621,2758781,760887,1997894,4.051,14.689,2088813,635044,1453769,3.381,11.122,669968,3.567,22.244,6097,9370,441610
2012,e) 100 to 499,81456,352286,15993727,15752466,15814,4.484,16603,4.708,2089763,449355,1640408,2.853,13.266,1610561,410464,1200097,2.606,10.224,479202,3.042,20.448,519,2315,186036
2012,f) 500 to 999,9896,125286,6231256,6125817,6498,5.197,6013,4.809,778205,153639,624566,2.508,12.704,568217,128470,439747,2.097,9.276,209988,3.428,18.552,27,234,37201
2012,g) 1000 to 2499,6131,148595,8243565,8131761,9480,6.417,7757,5.251,963182,211882,751300,2.606,11.845,736919,205376,531543,2.526,9.062,226263,2.782,18.124,14,34,46017
2012,h) 2500 to 4999,2352,122662,6330819,6244615,6642,5.417,6553,5.344,721627,154595,567032,2.476,11.556,545954,128100,417854,2.051,8.743,175673,2.813,17.486,D,D,D
2012,i) 5000 to 9999,1326,121100,6738164,6681766,8672,7.137,9483,7.805,783525,187566,595959,2.807,11.726,672958,213451,459507,3.195,10.072,110567,1.655,20.143,4,2088,56316
2012,j) 10000+,1117,649450,31463326,31431752,46864,7.201,49638,7.627,3363656,804139,2559517,2.558,10.701,3291964,901724,2390240,2.869,10.473,71692,0.228,20.947,0,0,0
2013,a) 1 to 4,2988244,2992014,6674218,6635682,480518,16.126,456153,15.308,1780360,1109545,670815,16.721,26.830,1701208,1047274,653934,15.782,25.637,79152,1.193,51.275,342477,343504,825418
2013,b) 5 to 9,936743,948462,6581566,6527215,32747,3.458,29988,3.166,1128795,404446,724349,6.196,17.294,1019855,369830,650025,5.666,15.625,108940,1.669,31.249,24146,25263,320455
2013,c) 10 to 19,566225,601658,7973957,7882191,19034,3.172,15948,2.657,1208823,392347,816476,4.978,15.336,1023728,336365,687363,4.267,12.988,185095,2.348,25.976,10688,12100,287848
2013,d) 20 to 99,479824,666552,19368514,19154334,22988,3.457,19808,2.979,2507067,675372,1831695,3.526,13.089,2075739,612285,1463454,3.197,10.837,431328,2.252,21.674,6362,8776,466328
2013,e) 100 to 499,83596,354652,16404532,16159795,16421,4.646,13995,3.960,2018530,422879,1595651,2.617,12.491,1527725,413889,1113836,2.561,9.454,490805,3.037,18.908,592,1384,205512
2013,f) 500 to 999,10097,124807,6336147,6266138,6833,5.496,5873,4.724,769894,154485,615409,2.465,12.287,628428,163071,465357,2.602,10.029,141466,2.258,20.058,37,400,51735
2013,g) 1000 to 2499,6336,148319,8259472,8163157,9980,6.758,8709,5.897,967796,234903,732893,2.878,11.856,775083,199199,575884,2.440,9.495,192713,2.361,18.990,14,615,41112
2013,h) 2500 to 4999,2452,132110,6724298,6654736,9117,6.947,7358,5.607,789412,190333,599079,2.860,11.862,649889,168422,481467,2.531,9.766,139523,2.097,19.532,3,58,16365
2013,i) 5000 to 9999,1301,121926,6586146,6513512,10141,8.329,9794,8.044,776928,229878,547050,3.529,11.928,631369,174302,457067,2.676,9.693,145559,2.235,19.386,0,0,0
2013,j) 10000+,1141,659185,32649162,32502874,52168,7.916,51831,7.865,3577160,1076618,2500542,3.312,11.006,3294617,982868,2311749,3.024,10.136,282543,0.869,20.273,0,0,0
2014,a) 1 to 4,3002670,3007010,6713628,6643454,484424,16.203,449876,15.047,1802089,1122408,679681,16.895,27.126,1658064,1025830,632234,15.441,24.958,144025,2.168,49.916,340144,341183,814065
2014,b) 5 to 9,938890,951885,6615834,6548438,31668,3.331,29193,3.071,1131302,394992,736310,6.032,17.276,997242,364515,632727,5.566,15.229,134060,2.047,30.457,23933,25035,316842
2014,c) 10 to 19,573691,609194,8093355,7999232,17382,2.858,15346,2.523,1205030,377774,827256,4.723,15.064,1016390,341432,674958,4.268,12.706,188640,2.358,25.412,10899,12326,291972
2014,d) 20 to 99,489051,677245,19808560,19519819,23753,3.528,15994,2.375,2481611,722520,1759091,3.701,12.713,1902881,571589,1331292,2.928,9.748,578730,2.965,19.497,6144,9355,449894
2014,e) 100 to 499,85694,361143,16837422,16561899,19258,5.392,11335,3.173,1945638,510194,1435444,3.081,11.748,1395120,342695,1052425,2.069,8.424,550518,3.324,16.847,540,1943,185890
2014,f) 500 to 999,10320,124803,6489610,6387575,7575,6.128,5186,4.196,812356,195259,617097,3.057,12.718,607688,124450,483238,1.948,9.514,204668,3.204,19.027,18,212,26584
2014,g) 1000 to 2499,6279,153952,8520305,8375876,11956,7.892,7041,4.648,1017675,264454,753221,3.157,12.150,728350,160181,568169,1.912,8.696,289325,3.454,17.392,5,132,16451
2014,h) 2500 to 4999,2532,133322,6887593,6816887,8511,6.368,9170,6.861,781794,198889,582905,2.918,11.468,638205,149329,488876,2.191,9.362,143589,2.106,18.724,D,D,D
2014,i) 5000 to 9999,1358,127137,6848716,6776784,9430,7.484,7169,5.689,777042,231660,545382,3.418,11.466,633415,164785,468630,2.432,9.347,143627,2.119,18.694,D,D,D
2014,j) 10000+,1149,676745,33257470,33165231,58335,8.670,50504,7.506,3630841,1052597,2578244,3.174,10.948,3452768,1048098,2404670,3.160,10.411,178073,0.537,20.822,0,0,0
2015,a) 1 to 4,3023372,3028028,6751071,6671738,492180,16.377,446610,14.861,1825400,1142669,682731,17.127,27.360,1668276,1032549,635727,15.476,25.005,157124,2.355,50.010,339366,340490,820954
2015,b) 5 to 9,942996,956533,6657690,6584133,32284,3.379,30035,3.144,1147705,402249,745456,6.109,17.431,1001271,377963,623308,5.741,15.207,146434,2.224,30.415,24526,25749,326762
2015,c) 10 to 19,581084,616989,8223932,8108537,18326,2.977,15677,2.546,1240297,398031,842266,4.909,15.296,1010417,358870,651547,4.426,12.461,229880,2.835,24.922,11484,12824,308340
2015,d) 20 to 99,501555,692692,20351899,20023692,26255,3.816,17004,2.471,2604064,791726,1812338,3.954,13.005,1950347,622845,1327502,3.111,9.740,653717,3.265,19.480,6859,10169,497119
2015,e) 100 to 499,87752,367151,17268790,16992369,21368,5.888,12864,3.545,2032381,532132,1500249,3.132,11.961,1479451,350764,1128687,2.064,8.707,552930,3.254,17.413,533,2148,184878
2015,f) 500 to 999,10520,128771,6604318,6503696,8702,6.851,5187,4.084,815912,224353,591559,3.450,12.545,616477,136806,479671,2.104,9.479,199435,3.066,18.958,32,234,42825
2015,g) 1000 to 2499,6467,157309,8781736,8636470,12493,8.054,8107,5.226,1053101,288091,765010,3.336,12.194,762622,167986,594636,1.945,8.830,290479,3.363,17.661,6,451,17216
2015,h) 2500 to 4999,2524,133274,6976287,6877272,8993,6.788,7404,5.589,816451,194690,621761,2.831,11.872,618963,159502,459461,2.319,9.000,197488,2.872,18.000,5,501,32715
2015,i) 5000 to 9999,1354,129616,7005640,6915749,9331,7.273,6697,5.220,788333,224272,564061,3.243,11.399,608874,151610,457264,2.192,8.804,179459,2.595,17.608,0,0,0
2015,j) 10000+,1241,696081,34556115,34317939,58265,8.388,55271,7.957,3958942,1188047,2770895,3.462,11.536,3465455,936201,2529254,2.728,10.098,493487,1.438,20.196,0,0,0
2016,a) 1 to 4,3058784,3063707,6817355,6713374,510991,16.859,445664,14.703,1879060,1190598,688462,17.735,27.990,1670064,1028273,641791,15.317,24.877,208996,3.113,49.753,339958,341090,821918
2016,b) 5 to 9,950876,965103,6732416,6647291,34111,3.541,30541,3.170,1188134,425585,762549,6.402,17.874,1019045,384980,634065,5.792,15.330,169089,2.544,30.660,25166,26276,335429
2016,c) 10 to 19,589766,626034,8352723,8239203,18781,3.006,16211,2.595,1272933,412631,860302,5.008,15.450,1047108,372974,674134,4.527,12.709,225825,2.741,25.418,11915,13294,320868
2016,d) 20 to 99,512945,705000,20744976,20477433,25965,3.707,16675,2.381,2619919,781532,1838387,3.817,12.794,2084360,641092,1443268,3.131,10.179,535559,2.615,20.358,6905,9801,501917
2016,e) 100 to 499,89401,374426,17578483,17341873,20998,5.670,12832,3.465,2021406,524493,1496913,3.024,11.656,1546147,358878,1187269,2.069,8.916,475259,2.741,17.831,564,2424,195083
2016,f) 500 to 999,10640,131491,6709393,6631652,8839,6.810,5449,4.198,811910,195281,616629,2.945,12.243,656912,133207,523705,2.009,9.906,154998,2.337,19.811,27,484,35939
2016,g) 1000 to 2499,6478,158700,8840091,8757365,11805,7.514,8628,5.492,1023231,284794,738437,3.252,11.684,855516,171290,684226,1.956,9.769,167715,1.915,19.538,12,874,33601
2016,h) 2500 to 4999,2563,137665,7140029,7078383,9089,6.659,6747,4.943,778857,200679,578178,2.835,11.003,658248,135742,522506,1.918,9.299,120609,1.704,18.599,D,D,D
2016,i) 5000 to 9999,1406,134943,7201695,7154589,10914,8.231,6209,4.683,795240,227796,567444,3.184,11.115,694840,163313,531527,2.283,9.712,100400,1.403,19.424,D,D,D
2016,j) 10000+,1296,735035,35572243,35396941,58949,8.147,35980,4.973,3644140,1023002,2621138,2.890,10.295,3304598,898334,2406264,2.538,9.336,339542,0.959,18.672,D,D,D
2017,a) 1 to 4,3077369,3081642,6763813,6729146,501112,16.377,457379,14.948,1795049,1147586,647463,17.054,26.676,1725899,1053217,672682,15.652,25.648,69150,1.028,51.296,345074,346405,830281
2017,b) 5 to 9,952794,965174,6720452,6670768,34517,3.579,33211,3.443,1165748,427786,737962,6.413,17.475,1066668,404308,662360,6.061,15.990,99080,1.485,31.980,25703,26879,343121
2017,c) 10 to 19,595969,630032,8421055,8341538,19987,3.172,20238,3.212,1294006,424156,869850,5.085,15.513,1135892,419985,715907,5.035,13.617,158114,1.896,27.235,12867,14591,348424
2017,d) 20 to 99,520222,709909,21054001,20793381,25571,3.605,24312,3.428,2950382,828417,2121965,3.984,14.189,2430814,799425,1631389,3.845,11.690,519568,2.499,23.381,7892,11589,581508
2017,e) 100 to 499,90438,373092,17896303,17614834,17900,4.808,16360,4.394,2479311,522581,1956730,2.967,14.075,1914093,488363,1425730,2.772,10.866,565218,3.209,21.733,637,2262,219551
2017,f) 500 to 999,10938,133298,6873216,6748417,7864,5.940,6055,4.573,924531,209537,714994,3.105,13.700,676357,149775,526582,2.219,10.022,248174,3.678,20.045,27,511,38805
2017,g) 1000 to 2499,6684,161595,8987536,8918918,11087,6.918,8423,5.256,1032587,233839,798748,2.622,11.577,890266,236300,653966,2.649,9.982,142321,1.596,19.964,16,691,51337
2017,h) 2500 to 4999,2666,139659,7128227,7090910,9034,6.475,8764,6.281,794893,189613,605280,2.674,11.210,719986,186547,533439,2.631,10.154,74907,1.056,20.307,6,425,34989
2017,i) 5000 to 9999,1483,137618,7253039,7144620,11867,8.747,7967,5.872,911946,269714,642232,3.775,12.764,694814,182201,512613,2.550,9.725,217132,3.039,19.450,0,0,0
2017,j) 10000+,1344,741603,36329804,36372992,43408,5.798,57527,7.684,3765216,1062093,2703123,2.920,10.352,3859836,1234700,2625136,3.395,10.612,-94620,-0.260,20.703,0,0,0
2018,a) 1 to 4,3090692,3094860,6799812,6732077,500453,16.280,458967,14.930,1819181,1146412,672769,17.029,27.023,1680349,1047563,632786,15.561,24.960,138832,2.062,49.921,347497,348623,828557
2018,b) 5 to 9,958160,970472,6792311,6714881,36689,3.788,32818,3.388,1232072,458579,773493,6.829,18.348,1076588,412889,663699,6.149,16.033,155484,2.316,32.066,26426,27384,353097
2018,c) 10 to 19,602073,635453,8507851,8432583,18477,2.907,18859,2.967,1292910,423275,869635,5.020,15.332,1142916,406956,735960,4.826,13.554,149994,1.779,27.107,12610,14035,339416
2018,d) 20 to 99,525828,708371,21193043,21048988,18937,2.666,22627,3.186,2692511,742652,1949859,3.528,12.792,2404951,716793,1688158,3.405,11.425,287560,1.366,22.851,7036,10122,511910
2018,e) 100 to 499,91571,372452,18086921,17919458,14631,3.928,14660,3.936,2191266,464022,1727244,2.589,12.228,1856719,467436,1389283,2.609,10.361,334547,1.867,20.723,609,2961,214457
2018,f) 500 to 999,10973,135960,7020599,6935954,7680,5.680,6164,4.559,894508,209319,685189,3.018,12.897,726184,148827,577357,2.146,10.470,168324,2.427,20.940,22,796,29751
2018,g) 1000 to 2499,6590,164400,9262917,9154094,11614,7.133,8455,5.193,1083685,282081,801604,3.081,11.838,871905,191592,680313,2.093,9.525,211780,2.314,19.050,12,838,36820
2018,h) 2500 to 4999,2477,135897,7152835,7070162,8132,5.926,10783,7.858,839128,222523,616605,3.147,11.869,672518,182561,489957,2.582,9.512,166610,2.357,19.024,3,150,21093
2018,i) 5000 to 9999,1361,137082,7342625,7294059,9501,6.986,7333,5.392,828581,187264,641317,2.567,11.360,721600,178418,543182,2.446,9.893,106981,1.467,19.786,0,0,0
2018,j) 10000+,1203,745838,37467323,37268735,40622,5.413,49819,6.639,3578790,924541,2654249,2.481,9.603,3178964,883113,2295851,2.370,8.530,399826,1.073,17.060,0,0,0
2019,a) 1 to 4,3126450,3131871,6834642,6780842,517177,16.650,465766,14.995,1824105,1179935,644170,17.401,26.901,1715401,1063135,652266,15.679,25.298,108704,1.603,50.596,356027,357321,848471
2019,b) 5 to 9,959248,973543,6744804,6740773,34800,3.575,34478,3.542,1158356,439310,719046,6.517,17.184,1149934,436039,713895,6.469,17.059,8422,0.125,34.119,28195,29286,374890
2019,c) 10 to 19,607072,642480,8558871,8509298,18248,2.842,17388,2.708,1256715,422266,834449,4.962,14.769,1157686,404569,753117,4.754,13.605,99029,1.164,27.210,13021,14443,350407
2019,d) 20 to 99,531608,713358,21463640,21238949,21204,2.984,15695,2.209,2586286,765932,1820354,3.606,12.177,2137558,621729,1515829,2.927,10.064,448728,2.113,20.129,7081,9658,505285
2019,e) 100 to 499,93111,375134,18373547,18131946,21979,5.938,12011,3.245,2095705,594981,1500724,3.281,11.558,1609060,345830,1263230,1.907,8.874,486645,2.684,17.748,528,1638,183489
2019,f) 500 to 999,11180,138082,7108696,7040872,9405,6.900,5834,4.280,838419,204883,633536,2.910,11.908,705709,144418,561291,2.051,10.023,132710,1.885,20.046,26,567,35703
2019,g) 1000 to 2499,6776,167211,9513718,9389462,11449,6.921,7871,4.758,1064505,286701,777804,3.053,11.337,815376,167760,647616,1.787,8.684,249129,2.653,17.368,6,50,17295
2019,h) 2500 to 4999,2603,142562,7242228,7183049,7604,5.344,7036,4.945,799201,236456,562745,3.292,11.126,680609,166863,513746,2.323,9.475,118592,1.651,18.950,D,D,D
2019,i) 5000 to 9999,1460,136476,7523249,7492921,6703,4.927,5856,4.304,719539,165137,554402,2.204,9.603,665432,142788,522644,1.906,8.881,54107,0.722,17.762,0,0,0
2019,j) 10000+,1283,756349,38468192,38166348,37695,4.985,37457,4.953,3469072,758331,2710741,1.987,9.089,2893607,842696,2050911,2.208,7.582,575465,1.508,15.163,D,D,D
2020,a) 1 to 4,3141659,3147826,6832988,6839782,524568,16.698,512006,16.298,1829946,1186965,642981,17.354,26.754,1841749,1173517,668232,17.157,26.927,-11803,-0.173,53.509,367722,369248,872693
2020,b) 5 to 9,948989,964519,6663511,6680567,34595,3.583,36357,3.766,1132409,431122,701287,6.453,16.951,1165871,462179,703692,6.918,17.452,-33462,-0.501,33.902,27909,29136,374277
2020,c) 10 to 19,605076,641546,8501604,8502251,18588,2.897,18691,2.913,1220730,415602,805128,4.888,14.358,1221828,433403,788425,5.098,14.371,-1098,-0.013,28.715,13281,14872,357736
2020,d) 20 to 99,532499,714539,21414061,21318100,23344,3.282,16788,2.360,2525127,814694,1710433,3.822,11.845,2333575,671618,1661957,3.150,10.946,191552,0.899,21.893,7448,10436,540095
2020,e) 100 to 499,93692,376237,18423408,18300347,19755,5.298,12964,3.477,1915513,502131,1413382,2.744,10.467,1671704,363484,1308220,1.986,9.135,243809,1.332,18.270,559,2065,192582
2020,f) 500 to 999,11338,138896,7184070,7135047,9154,6.662,6161,4.484,861826,218973,642853,3.069,12.079,762189,152582,609607,2.138,10.682,99637,1.396,21.365,27,251,33981
