year,fsize,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1992,a) 1 to 4,2547226,2552947,6085297,6060194,475826,18.696,460094,18.078,1934595,1229183,705412,20.283,31.923,1885906,1161914,723992,19.173,31.120,48689,0.803,62.239,363231,365939,951254
1992,b) 5 to 9,877697,898105,6182455,6166183,42351,4.711,44054,4.901,1289602,470215,819387,7.626,20.914,1257915,480787,777128,7.797,20.400,31687,0.514,40.800,30145,32022,399759
1992,c) 10 to 19,515778,566466,7228214,7235328,25030,4.415,25988,4.584,1371883,434418,937465,6.004,18.961,1386794,459840,926954,6.355,19.167,-14911,-0.206,37.922,13522,15126,365534
1992,d) 20 to 99,410560,599304,16437152,16349427,31516,5.284,25818,4.329,2846386,792928,2053458,4.850,17.410,2671890,762013,1909877,4.661,16.342,174496,1.067,32.685,7721,10719,561653
1992,e) 100 to 499,65541,271239,12636966,12553653,19219,7.129,15953,5.917,1989710,562439,1427271,4.480,15.850,1822853,489259,1333594,3.897,14.520,166857,1.329,29.041,690,2199,235995
1992,f) 500 to 999,7772,82051,4602326,4567328,8178,10.132,5508,6.824,661674,229153,432521,5.017,14.487,592841,151303,441538,3.313,12.980,68833,1.507,25.960,27,421,36390
1992,g) 1000 to 2499,5125,110196,6655375,6630413,9351,8.516,8565,7.800,864795,259708,605087,3.917,13.043,813523,254354,559169,3.836,12.270,51272,0.773,24.539,14,109,49203
1992,h) 2500 to 4999,1999,81234,4769817,4752249,7054,8.673,7252,8.916,607632,176556,431076,3.715,12.786,571775,177227,394548,3.729,12.032,35857,0.755,24.063,3,3,21480
1992,i) 5000 to 9999,1133,95084,5041839,5042945,6245,6.563,6393,6.718,636238,211036,425202,4.185,12.616,638095,181500,456595,3.599,12.653,-1857,-0.037,25.233,D,D,D
1992,j) 10000+,925,358975,21799315,22065570,24475,6.725,34379,9.447,2473684,764229,1709455,3.463,11.211,2999186,1001677,1997509,4.540,13.592,-525502,-2.382,22.421,D,D,D
1993,a) 1 to 4,2601346,2606936,6236442,6093081,503056,19.599,422565,16.463,2032007,1293561,738446,21.230,33.349,1743677,1060306,683371,17.402,28.617,288330,4.732,57.235,339871,341484,884705
1993,b) 5 to 9,887695,906264,6291195,6214201,38315,4.238,33956,3.756,1313642,463304,850338,7.456,21.139,1159362,411129,748233,6.616,18.657,154280,2.483,37.313,27220,28801,360377
1993,c) 10 to 19,520116,570860,7346892,7258483,19255,3.376,18403,3.226,1371554,409286,962268,5.639,18.896,1195824,379051,816773,5.222,16.475,175730,2.421,32.950,12082,13822,325693
1993,d) 20 to 99,415795,603532,16729406,16512209,22719,3.762,23508,3.893,2783011,703181,2079830,4.259,16.854,2349364,644629,1704735,3.904,14.228,433647,2.626,28.456,6596,9892,480297
1993,e) 100 to 499,67374,272563,13062123,12844683,16131,5.885,19245,7.021,2084059,498554,1585505,3.881,16.225,1650790,451699,1199091,3.517,12.852,433269,3.373,25.704,549,2749,188889
1993,f) 500 to 999,7801,80333,4665273,4602361,5847,7.279,5832,7.260,674459,176067,498392,3.826,14.655,548845,162204,386641,3.524,11.925,125614,2.729,23.851,24,290,32119
1993,g) 1000 to 2499,5111,109779,6696878,6641911,8461,7.743,7453,6.820,850293,230651,619642,3.473,12.802,737433,217884,519549,3.280,11.103,112860,1.699,22.205,14,75,37886
1993,h) 2500 to 4999,2003,86593,5006289,4971470,6154,7.047,7620,8.726,596731,159752,436979,3.213,12.003,528109,160781,367328,3.234,10.623,68622,1.380,21.246,D,D,D
1993,i) 5000 to 9999,1147,89979,5020791,4984975,5486,6.089,5734,6.364,609210,180864,428346,3.628,12.221,536014,143699,392315,2.883,10.753,73196,1.468,21.505,0,0,0
1993,j) 10000+,1079,355400,22047023,22160432,24671,6.809,38512,10.629,2610807,740470,1870337,3.341,11.781,2850711,828870,2021841,3.740,12.864,-239904,-1.083,23.563,0,0,0
1994,a) 1 to 4,2651098,2657150,6304029,6205146,508607,19.414,433810,16.559,2036422,1296978,739444,20.902,32.818,1839458,1095067,744391,17.648,29.644,196964,3.174,59.288,349839,351759,913963
1994,b) 5 to 9,899498,918843,6370730,6315087,39344,4.288,36542,3.983,1319320,471394,847926,7.465,20.892,1207604,432148,775456,6.843,19.123,111716,1.769,38.245,28348,30398,376581
1994,c) 10 to 19,528143,576920,7474642,7393467,21423,3.718,19970,3.466,1384791,423786,961005,5.732,18.730,1222672,399212,823460,5.400,16.537,162119,2.193,33.074,12714,14856,342849
1994,d) 20 to 99,425260,612361,17288027,17006160,26224,4.300,21262,3.486,2861451,786136,2075315,4.623,16.826,2297962,668146,1629816,3.929,13.513,563489,3.313,27.025,7289,11173,531631
1994,e) 100 to 499,69353,276758,13524647,13246441,18201,6.633,13450,4.902,2102603,550057,1552546,4.152,15.873,1547572,432295,1115277,3.263,11.683,555031,4.190,23.366,637,2068,214223
1994,f) 500 to 999,8084,82625,4858574,4768595,7680,9.414,5586,6.847,686067,207273,478794,4.347,14.387,506378,140100,366278,2.938,10.619,179689,3.768,21.238,30,255,38812
1994,g) 1000 to 2499,5389,111926,6889854,6787571,10448,9.459,7515,6.803,906268,276422,629846,4.072,13.352,701370,196756,504614,2.899,10.333,204898,3.019,20.666,15,272,39661
1994,h) 2500 to 4999,2130,90368,5154132,5105719,8849,9.993,5212,5.886,599162,184179,414983,3.607,11.735,503925,163451,340474,3.201,9.870,95237,1.865,19.740,3,3,17991
1994,i) 5000 to 9999,1235,92251,5237854,5169371,8814,9.710,5853,6.448,677179,242412,434767,4.689,13.100,537904,130069,407835,2.516,10.406,139275,2.694,20.811,0,0,0
1994,j) 10000+,1213,372320,22547379,22545289,32687,8.793,31564,8.490,2718348,932197,1786151,4.135,12.057,2707641,872785,1834856,3.871,12.010,10707,0.047,24.020,0,0,0
1995,a) 1 to 4,2714349,2720480,6448088,6277863,528421,19.774,432084,16.169,2110070,1348002,762068,21.472,33.611,1767337,1080580,686757,17.213,28.152,342733,5.459,56.304,349958,351904,906413
1995,b) 5 to 9,906826,926227,6469440,6353223,39624,4.289,34919,3.780,1354401,485074,869327,7.635,21.318,1122631,420896,701735,6.625,17.670,231770,3.648,35.341,28024,30008,371847
1995,c) 10 to 19,536613,584148,7653247,7495498,20732,3.555,18891,3.239,1433158,434059,999099,5.791,19.120,1117410,389615,727795,5.198,14.908,315748,4.213,29.815,12593,14887,341018
1995,d) 20 to 99,439475,626927,17952727,17539100,25946,4.157,20518,3.287,2984438,789247,2195191,4.500,17.016,2155697,673122,1482575,3.838,12.291,828741,4.725,24.582,7398,11899,551863
1995,e) 100 to 499,72527,281014,14059317,13752495,19067,6.861,12872,4.632,2183409,589245,1594164,4.285,15.876,1571199,434522,1136677,3.160,11.425,612210,4.452,22.850,631,2098,219224
1995,f) 500 to 999,8234,88436,5017742,4905956,8017,9.220,5042,5.799,739512,233483,506029,4.759,15.074,516045,134207,381838,2.736,10.519,223467,4.555,21.037,30,472,41209
1995,g) 1000 to 2499,5403,114678,6974182,6843888,11866,10.545,7557,6.716,932531,320567,611964,4.684,13.626,672237,184618,487619,2.698,9.822,260294,3.803,19.645,10,416,28898
1995,h) 2500 to 4999,2280,95412,5621843,5505496,10432,11.225,5472,5.888,746102,247910,498192,4.503,13.552,511320,125311,386009,2.276,9.287,234782,4.265,18.575,D,D,D
1995,i) 5000 to 9999,1336,93342,5226736,5160814,10273,11.269,5909,6.482,713556,267564,445992,5.185,13.826,581056,152893,428163,2.963,11.259,132500,2.567,22.518,0,0,0
1995,j) 10000+,1177,391183,23592984,23446478,31785,8.128,31518,8.060,2837316,969338,1867978,4.134,12.101,2539154,718334,1820820,3.064,10.830,298162,1.272,21.659,0,0,0
1996,a) 1 to 4,2743336,2749290,6479065,6354303,522429,19.256,450100,16.590,2076633,1332810,743823,20.975,32.681,1826063,1125589,700474,17.714,28.737,250570,3.943,57.475,364924,366889,945254
1996,b) 5 to 9,915341,934444,6496848,6424318,39646,4.250,36608,3.924,1321639,487089,834550,7.582,20.572,1175732,445233,730499,6.930,18.301,145907,2.271,36.603,29439,31383,392865
1996,c) 10 to 19,542308,587946,7658432,7574088,21141,3.601,19512,3.323,1372731,441793,930938,5.833,18.124,1203889,412190,791699,5.442,15.895,168842,2.229,31.790,13334,15388,360425
1996,d) 20 to 99,445093,631686,17948689,17783451,25899,4.115,21350,3.392,2775638,803602,1972036,4.519,15.608,2445428,736692,1708736,4.143,13.751,330210,1.857,27.502,8095,12823,600362
1996,e) 100 to 499,72241,285322,13873466,13750074,19378,6.871,12787,4.534,1998590,581081,1417509,4.226,14.535,1753326,459099,1294227,3.339,12.751,245264,1.784,25.503,737,2376,253056
1996,f) 500 to 999,8370,87938,5049353,4991440,7220,8.269,5982,6.851,714599,217296,497303,4.353,14.316,597265,164603,432662,3.298,11.966,117334,2.351,23.932,36,287,49048
1996,g) 1000 to 2499,5381,112355,6945573,6875062,10511,9.491,7293,6.585,906764,305617,601147,4.445,13.189,768053,200135,567918,2.911,11.172,138711,2.018,22.343,9,42,23486
1996,h) 2500 to 4999,2179,98490,5457692,5403909,10014,10.340,6733,6.952,686201,230500,455701,4.265,12.698,581259,143476,437783,2.655,10.756,104942,1.942,21.513,D,D,D
1996,i) 5000 to 9999,1315,108303,5593211,5521307,10396,9.745,7140,6.693,743231,261367,481864,4.734,13.461,601423,148987,452436,2.698,10.893,141808,2.568,21.786,0,0,0
1996,j) 10000+,1168,403913,24540268,24459201,35004,8.701,31818,7.909,3142465,1099989,2042476,4.497,12.848,2980038,813864,2166174,3.327,12.184,162427,0.664,24.367,0,0,0
1997,a) 1 to 4,2771405,2775714,6548374,6436595,525337,19.126,467263,17.012,2098239,1333827,764412,20.723,32.599,1872581,1179944,692637,18.332,29.093,225658,3.506,58.185,378381,381006,988143
1997,b) 5 to 9,924760,941114,6580590,6507828,42141,4.475,43176,4.585,1361812,496513,865299,7.629,20.926,1217378,492872,724506,7.574,18.706,144434,2.219,37.413,31469,33557,419723
1997,c) 10 to 19,549919,592940,7802792,7707876,24140,4.065,25998,4.378,1461555,451809,1009746,5.862,18.962,1272528,475827,796701,6.173,16.509,189027,2.452,33.019,14563,16846,393434
1997,d) 20 to 99,453953,641858,18539882,18210011,32392,5.058,29597,4.621,3245317,859273,2386044,4.719,17.822,2584289,877200,1707089,4.817,14.192,661028,3.630,28.383,8830,13454,655084
1997,e) 100 to 499,73694,292637,14404852,14121508,23432,8.109,16093,5.569,2458530,667861,1790669,4.729,17.410,1889952,575460,1314492,4.075,13.384,568578,4.026,26.767,887,3082,314277
1997,f) 500 to 999,8411,92182,5213489,5140245,9639,10.645,6368,7.033,820065,261708,558357,5.091,15.954,673046,210819,462227,4.101,13.094,147019,2.860,26.187,56,778,82268
1997,g) 1000 to 2499,5369,118478,7148066,7020500,13441,11.512,10006,8.570,1159115,412698,746417,5.878,16.510,902064,262223,639841,3.735,12.849,257051,3.661,25.698,14,422,37584
1997,h) 2500 to 4999,2160,93284,5505507,5487796,11002,11.913,9137,9.894,816236,288589,527647,5.259,14.874,780090,237742,542348,4.332,14.215,36146,0.659,28.430,3,3,21865
1997,i) 5000 to 9999,1217,103935,5587671,5554929,11741,11.395,9951,9.657,812324,288947,523377,5.202,14.623,748171,216668,531503,3.900,13.469,64153,1.155,26.937,0,0,0
1997,j) 10000+,1004,423543,25765217,25550996,43447,10.243,44714,10.541,3949974,1358382,2591592,5.316,15.459,3505385,1240904,2264481,4.857,13.719,444589,1.740,27.438,0,0,0
1998,a) 1 to 4,2801777,2804996,6595805,6501534,507641,18.291,448278,16.152,2040964,1282685,758279,19.729,31.392,1848014,1119319,728695,17.216,28.424,192950,2.968,56.849,352259,353656,901660
1998,b) 5 to 9,938045,951854,6681908,6618788,36062,3.789,36045,3.787,1330391,460233,870158,6.953,20.100,1203568,438514,765054,6.625,18.184,126823,1.916,36.368,27341,29045,364930
1998,c) 10 to 19,559762,600066,7971129,7879717,17795,2.960,20088,3.341,1425651,417988,1007663,5.305,18.093,1241563,417296,824267,5.296,15.756,184088,2.336,31.513,12739,14734,345219
1998,d) 20 to 99,467545,648098,19179313,18886551,21935,3.377,24873,3.829,3118670,794695,2323975,4.208,16.513,2533301,734407,1798894,3.889,13.413,585369,3.099,26.827,7407,11513,545794
1998,e) 100 to 499,77209,298497,15135212,14836075,21898,7.388,17671,5.962,2475547,650999,1824548,4.388,16.686,1880948,504692,1376256,3.402,12.678,594599,4.008,25.356,700,3867,252665
1998,f) 500 to 999,8873,95590,5424615,5316403,9959,10.610,6500,6.925,874746,252941,621805,4.758,16.454,656166,186313,469853,3.504,12.342,218580,4.111,24.685,37,312,49104
1998,g) 1000 to 2499,5643,122639,7371977,7210780,14207,11.909,7521,6.304,1098535,360536,737999,5.000,15.235,773381,205570,567811,2.851,10.725,325154,4.509,21.451,6,102,14141
1998,h) 2500 to 4999,2309,94142,5782277,5645846,10586,11.503,6359,6.910,840879,281426,559453,4.985,14.894,565715,160175,405540,2.837,10.020,275164,4.874,20.040,0,0,0
1998,i) 5000 to 9999,1371,114730,6100570,5939652,13892,12.378,8896,7.926,985342,317130,668212,5.339,16.589,662153,183968,478185,3.097,11.148,323189,5.441,22.296,0,0,0
1998,j) 10000+,1225,457399,27446271,27194550,48651,10.785,36021,7.985,3781116,1305838,2475278,4.802,13.904,3258734,1001409,2257325,3.682,11.983,522382,1.921,23.966,0,0,0
1999,a) 1 to 4,2809675,2813467,6564019,6500741,494889,17.716,454932,16.285,1995359,1236501,758858,19.021,30.694,1866780,1136756,730024,17.487,28.716,128579,1.978,57.433,356379,357783,910528
1999,b) 5 to 9,942268,956202,6674258,6631466,33105,3.455,37086,3.870,1292954,423216,869738,6.382,19.497,1208027,460705,747322,6.947,18.217,84927,1.281,36.433,28819,30684,383920
1999,c) 10 to 19,566154,604101,8022184,7954954,16168,2.667,20258,3.342,1373799,371194,1002605,4.666,17.270,1238844,444463,794381,5.587,15.573,134955,1.696,31.146,13704,16189,370251
1999,d) 20 to 99,476290,650294,19364433,19151002,21927,3.369,22952,3.527,2900866,693949,2206917,3.624,15.147,2472904,821236,1651668,4.288,12.913,427962,2.235,25.825,8907,14923,667964
1999,e) 100 to 499,79162,302923,15381071,15148863,24133,8.082,15482,5.185,2330524,658292,1672232,4.345,15.384,1866810,529706,1337104,3.497,12.323,463714,3.061,24.646,808,3454,279809
1999,f) 500 to 999,8941,96625,5480597,5416179,10694,11.291,6863,7.246,841172,270898,570274,5.002,15.531,710952,200952,510000,3.710,13.126,130220,2.404,26.253,43,596,54838
1999,g) 1000 to 2499,5674,122095,7544764,7437690,12439,10.345,8725,7.256,1079304,358580,720724,4.821,14.511,858980,251305,607675,3.379,11.549,220324,2.962,23.098,19,352,52367
1999,h) 2500 to 4999,2336,104867,5845549,5752155,13871,13.718,6371,6.301,862070,328017,534053,5.703,14.987,674961,187877,487084,3.266,11.734,187109,3.253,23.468,D,D,D
1999,i) 5000 to 9999,1371,116954,6253875,6143874,16236,14.296,9464,8.333,1036334,445252,591082,7.247,16.868,813338,219571,593767,3.574,13.238,222996,3.630,26.476,0,0,0
1999,j) 10000+,1225,478865,28681590,28687677,47646,9.910,51537,10.719,3964102,1313453,2650649,4.578,13.818,3986314,1385965,2600349,4.831,13.896,-22212,-0.077,27.636,0,0,0
2000,a) 1 to 4,2800921,2805269,6578741,6498434,482046,17.252,459887,16.459,2001119,1231837,769282,18.956,30.794,1837249,1142192,695057,17.576,28.272,163870,2.522,56.544,355213,356917,901339
2000,b) 5 to 9,946961,961042,6750011,6664619,35234,3.664,36605,3.806,1347985,449986,897999,6.752,20.226,1177449,452588,724861,6.791,17.667,170536,2.559,35.334,27883,29755,371893
2000,c) 10 to 19,575757,612175,8209667,8131712,17460,2.847,19563,3.190,1452320,401356,1050964,4.936,17.860,1295516,428011,867505,5.263,15.932,156804,1.928,31.863,13066,15511,354424
2000,d) 20 to 99,487427,654629,19968118,19594035,21806,3.334,20596,3.149,3092577,734201,2358376,3.747,15.783,2342910,745764,1597146,3.806,11.957,749667,3.826,23.915,8105,13416,595487
2000,e) 100 to 499,81604,306659,15958300,15574397,22287,7.348,15621,5.150,2513245,638610,1874635,4.100,16.137,1744651,479438,1265213,3.078,11.202,768594,4.935,22.404,697,3780,253889
2000,f) 500 to 999,9301,99225,5737935,5603670,10475,10.780,6358,6.543,908580,276356,632224,4.932,16.214,636729,186784,449945,3.333,11.363,271851,4.851,22.725,41,605,53105
2000,g) 1000 to 2499,5888,127955,7715663,7547839,14480,11.599,8246,6.605,1163543,398230,765313,5.276,15.416,825863,221917,603946,2.940,10.942,337680,4.474,21.883,9,239,31201
2000,h) 2500 to 4999,2429,102617,6051219,5938449,11383,11.323,7212,7.174,895631,313182,582449,5.274,15.082,668771,174101,494670,2.932,11.262,226860,3.820,22.523,D,D,D
2000,i) 5000 to 9999,1484,123747,6316663,6238616,14443,11.908,9530,7.857,981512,317410,664102,5.088,15.733,823078,237067,586011,3.800,13.193,158434,2.540,26.387,D,D,D
2000,j) 10000+,1296,508235,30306847,30074795,51181,10.129,45293,8.964,4318923,1403577,2915346,4.667,14.361,3873672,1297076,2576596,4.313,12.880,445251,1.480,25.760,0,0,0
2001,a) 1 to 4,2803678,2809378,6522066,6505012,486316,17.378,464421,16.596,1935000,1232015,702985,18.939,29.746,1899493,1159161,740332,17.820,29.200,35507,0.546,58.401,356810,358675,910358
2001,b) 5 to 9,945361,960442,6660166,6664177,35400,3.682,37509,3.901,1245022,440236,804786,6.606,18.682,1253209,467132,786077,7.010,18.805,-8187,-0.123,37.365,28566,30540,381155
2001,c) 10 to 19,578140,613987,8145271,8127268,18374,2.990,19579,3.186,1335087,401011,934076,4.934,16.427,1299661,436611,863050,5.372,15.991,35426,0.436,31.983,13363,15588,361355
2001,d) 20 to 99,493916,658036,19991428,19883045,25208,3.842,21264,3.241,2867133,753591,2113542,3.790,14.420,2651248,794071,1857177,3.994,13.334,215885,1.086,26.668,8580,13302,640760
2001,e) 100 to 499,82761,311776,15942833,15863325,22623,7.313,17789,5.750,2243548,606018,1637530,3.820,14.143,2084164,588936,1495228,3.713,13.138,159384,1.005,26.277,838,3341,305480
2001,f) 500 to 999,9454,100815,5818987,5784706,9091,9.085,7589,7.584,839899,245564,594335,4.245,14.519,771937,226152,545785,3.909,13.344,67962,1.175,26.689,49,1410,69748
2001,g) 1000 to 2499,5860,130317,7748469,7728400,15161,11.742,12766,9.887,1100801,364793,736008,4.720,14.244,1058093,348371,709722,4.508,13.691,42708,0.553,27.382,29,2507,86146
2001,h) 2500 to 4999,2416,103378,6068282,6041897,13372,13.062,11356,11.093,915746,311751,603995,5.160,15.157,863551,325539,538012,5.388,14.293,52195,0.864,28.585,7,356,48239
2001,i) 5000 to 9999,1366,118688,6407711,6444848,14255,12.088,12730,10.795,958614,382710,575904,5.938,14.874,1025227,352955,672272,5.477,15.908,-66613,-1.034,29.748,D,D,D
2001,j) 10000+,1198,526112,30467867,30616346,54363,10.312,56485,10.715,4321832,1577388,2744444,5.152,14.116,4625975,1625350,3000625,5.309,15.109,-304143,-0.993,28.232,0,0,0
2002,a) 1 to 4,2826594,2830547,6645624,6612697,508116,17.985,497419,17.607,2058788,1302653,756135,19.699,31.134,1992234,1232117,760117,18.633,30.127,66554,1.006,60.255,363539,365661,935955
2002,b) 5 to 9,951474,965095,6709989,6721373,46324,4.804,44689,4.634,1358588,535436,823152,7.966,20.213,1380908,527003,853905,7.841,20.545,-22320,-0.332,40.426,31859,33481,427303
2002,c) 10 to 19,582518,618998,8177231,8193116,32133,5.212,27159,4.405,1511143,572319,938824,6.985,18.444,1541361,543702,997659,6.636,18.813,-30218,-0.369,36.888,16150,17839,438573
2002,d) 20 to 99,489920,664213,19645773,19828467,45695,6.953,31644,4.815,3319679,1302931,2016748,6.571,16.742,3682286,1152341,2529945,5.812,18.571,-362607,-1.829,33.484,11399,15387,879393
2002,e) 100 to 499,81172,318933,15459375,15672421,24123,7.638,17954,5.684,2364261,860908,1503353,5.493,15.085,2791301,733429,2057872,4.680,17.810,-427040,-2.725,30.171,1230,3877,431581
2002,f) 500 to 999,9455,104116,5653585,5752631,10108,9.818,7792,7.568,809589,280616,528973,4.878,14.073,1006660,282154,724506,4.905,17.499,-197071,-3.426,28.147,78,1255,104682
2002,g) 1000 to 2499,5953,127418,7518738,7636798,11151,8.755,11053,8.678,1072314,376542,695772,4.931,14.041,1306159,390995,915164,5.120,17.103,-233845,-3.062,28.083,35,1154,102297
2002,h) 2500 to 4999,2434,101784,5896464,5975557,10443,10.290,9844,9.700,842377,292843,549534,4.901,14.097,1002524,293630,708894,4.914,16.777,-160147,-2.680,28.194,6,695,43239
2002,i) 5000 to 9999,1402,120398,6193515,6311058,12370,10.319,11334,9.454,906215,338001,568214,5.356,14.359,1131406,316167,815239,5.010,17.927,-225191,-3.568,28.718,D,D,D
2002,j) 10000+,1246,541114,29898925,30450906,58439,10.804,58003,10.724,4291499,1602037,2689462,5.261,14.093,5422439,1680919,3741520,5.520,17.807,-1130940,-3.714,28.186,D,D,D
2003,a) 1 to 4,2871191,2874798,6734579,6633475,537355,18.899,474446,16.686,2096377,1346511,749866,20.299,31.603,1889298,1153726,735572,17.392,28.481,207079,3.122,56.963,366935,368382,929889
2003,b) 5 to 9,954300,966486,6750281,6690200,38664,4.007,35496,3.679,1340042,482664,857378,7.214,20.030,1219966,436476,783490,6.524,18.235,120076,1.795,36.470,28481,29888,378267
2003,c) 10 to 19,584624,620582,8249708,8172251,20836,3.360,19810,3.195,1452401,447069,1005332,5.471,17.772,1296984,409902,887082,5.016,15.871,155417,1.902,31.741,12874,14561,347276
2003,d) 20 to 99,491709,665619,19886597,19626179,25555,3.842,24685,3.711,3188090,810651,2377439,4.130,16.244,2666815,732581,1934234,3.733,13.588,521275,2.656,27.176,7448,11114,550489
2003,e) 100 to 499,82974,326994,16056226,15813060,20557,6.304,18741,5.747,2556289,614669,1941620,3.887,16.166,2068603,586981,1481622,3.712,13.082,487686,3.084,26.163,758,2616,265948
2003,f) 500 to 999,9394,104893,5619831,5603123,7298,6.959,7255,6.918,791843,211701,580142,3.778,14.132,757040,211194,545846,3.769,13.511,34803,0.621,27.022,40,354,55584
2003,g) 1000 to 2499,5883,129399,7521748,7512893,11831,9.208,10005,7.787,1030097,331396,698701,4.411,13.711,1004264,304570,699694,4.054,13.367,25833,0.344,26.734,23,1039,69449
2003,h) 2500 to 4999,2402,104596,5868762,5899058,9160,8.760,9109,8.711,753000,216276,536724,3.666,12.765,809808,240199,569609,4.072,13.728,-56808,-0.963,25.530,D,D,D
2003,i) 5000 to 9999,1395,117150,6265455,6301985,12035,10.352,10258,8.823,832223,237487,594736,3.768,13.206,904004,286007,617997,4.538,14.345,-71781,-1.139,26.411,0,0,0
2003,j) 10000+,1525,548514,29507330,29876994,50759,9.214,55557,10.085,3639011,1307758,2331253,4.377,12.180,4403047,1478937,2924110,4.950,14.737,-764036,-2.557,24.360,D,D,D
2004,a) 1 to 4,2927558,2931851,6867535,6725122,559011,19.361,469923,16.275,2145103,1383174,761929,20.567,31.897,1862331,1146637,715694,17.050,27.692,282772,4.205,55.384,364306,365435,924524
2004,b) 5 to 9,970056,983311,6891033,6803778,38075,3.879,34636,3.529,1371843,488943,882900,7.186,20.163,1197827,440003,757824,6.467,17.605,174016,2.558,35.211,28462,29710,379501
2004,c) 10 to 19,593192,628903,8409086,8309053,18446,2.935,17811,2.834,1459707,435341,1024366,5.239,17.568,1259040,409039,850001,4.923,15.153,200667,2.415,30.305,13056,14807,352490
2004,d) 20 to 99,499575,671959,20223267,19992244,19822,2.955,17587,2.622,2946304,781752,2164552,3.910,14.737,2483011,696454,1786557,3.484,12.420,463293,2.317,24.840,7685,11228,570505
2004,e) 100 to 499,84505,329942,16394762,16249112,17981,5.475,14952,4.553,2161331,560665,1600666,3.450,13.301,1871393,509292,1362101,3.134,11.517,289938,1.784,23.034,769,3295,279364
2004,f) 500 to 999,9275,104319,5664731,5612219,6886,6.583,7468,7.139,740338,198003,542335,3.528,13.192,638489,188521,449968,3.359,11.377,101849,1.815,22.754,36,1092,47064
2004,g) 1000 to 2499,5799,132428,7634560,7568817,13230,10.225,7157,5.531,973111,311745,661366,4.119,12.857,842666,242731,599935,3.207,11.133,130445,1.723,22.267,17,21,51163
2004,h) 2500 to 4999,2340,108287,6072021,6077599,10645,9.938,8306,7.754,752137,234636,517501,3.861,12.376,765479,251960,513519,4.146,12.595,-13342,-0.220,24.751,7,723,46448
2004,i) 5000 to 9999,1343,118308,6373329,6358415,12059,10.345,8578,7.359,875572,262835,612737,4.134,13.770,849267,300895,548372,4.732,13.357,26305,0.414,26.713,0,0,0
2004,j) 10000+,1178,557380,29608260,29666884,53614,9.593,56604,10.128,3815214,1186213,2629001,3.998,12.860,3956139,1361402,2594737,4.589,13.335,-140925,-0.475,25.720,0,0,0
2005,a) 1 to 4,2988381,2993332,6892578,6836715,568459,19.237,491980,16.649,2120406,1391639,728767,20.355,31.015,2010725,1195207,815518,17.482,29.411,109681,1.604,58.821,379448,381086,957396
2005,b) 5 to 9,982151,996088,6897134,6893782,40116,4.036,36031,3.625,1339275,511929,827346,7.426,19.427,1331108,453354,877754,6.576,19.309,8167,0.118,38.618,29231,30797,389413
2005,c) 10 to 19,597391,632743,8344954,8360873,19794,3.132,18125,2.868,1393144,462448,930696,5.531,16.663,1423956,416581,1007375,4.983,17.031,-30812,-0.369,33.325,13298,15086,358671
2005,d) 20 to 99,503021,675382,20211394,20130558,23204,3.449,17912,2.663,2881815,827140,2054675,4.109,14.316,2717506,698372,2019134,3.469,13.499,164309,0.816,26.999,7727,11604,567836
2005,e) 100 to 499,85722,334544,16704565,16450911,22176,6.727,12353,3.748,2304684,636388,1668296,3.868,14.009,1800382,441907,1358475,2.686,10.944,504302,3.065,21.888,661,1810,230820
2005,f) 500 to 999,9497,110214,5888570,5782787,10183,9.355,7450,6.844,859734,282687,577047,4.888,14.867,648800,170315,478485,2.945,11.220,210934,3.648,22.439,40,1101,54873
2005,g) 1000 to 2499,5883,125933,7771311,7689621,10905,8.739,8599,6.891,1013851,335899,677952,4.368,13.185,849436,244380,605056,3.178,11.047,164415,2.138,22.093,16,221,47529
2005,h) 2500 to 4999,2335,109365,6179501,6105895,9941,9.202,7283,6.741,794692,249956,544736,4.094,13.015,644936,203532,441404,3.333,10.563,149756,2.453,21.125,D,D,D
2005,i) 5000 to 9999,1325,121872,6277188,6250747,10100,8.373,7617,6.314,763494,252995,510499,4.047,12.214,712275,207684,504591,3.323,11.395,51219,0.819,22.790,D,D,D
2005,j) 10000+,1199,575913,30254991,30310509,54164,9.411,53438,9.285,3531146,1183420,2347726,3.904,11.650,3638612,1139710,2498902,3.760,12.004,-107466,-0.355,23.300,0,0,0
2006,a) 1 to 4,3050725,3056031,7045381,6917345,601359,19.940,520879,17.272,2202424,1452306,750118,20.995,31.839,1944348,1223236,721112,17.684,28.108,258076,3.731,56.217,410368,412054,1000728
2006,b) 5 to 9,997285,1012223,7106339,6977780,43726,4.339,34786,3.452,1458370,547101,911269,7.841,20.900,1202332,439765,762567,6.302,17.231,256038,3.669,34.462,29014,30298,385596
2006,c) 10 to 19,604621,642447,8591274,8428096,25306,3.963,17451,2.733,1546127,517171,1028956,6.136,18.345,1218224,401001,817223,4.758,14.454,327903,3.891,28.909,12905,14494,346927
